,diameter,baseline_subtracted,eid,subject,trial,trial_after_switch,transition_from,contrast,time,Stim_side,Feedback_type,probabilityLeft,after_switch
0,108.5672346544458,41.13025282655177,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,-1.0,1,1.0,0.5,0-10 trials
1,91.58218346336172,24.145201635467686,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,-0.8,1,1.0,0.5,0-10 trials
2,72.97413296034392,5.5371511324498925,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,-0.6000000000000001,1,1.0,0.5,0-10 trials
3,63.292751280305495,-4.144230547588535,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,-0.40000000000000013,1,1.0,0.5,0-10 trials
4,59.93051569364319,-7.506466134250843,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,-0.20000000000000018,1,1.0,0.5,0-10 trials
5,48.84102860913771,-18.59595321875632,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,-2.220446049250313e-16,1,1.0,0.5,0-10 trials
6,49.39720311412714,-18.039778713766893,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,0.19999999999999973,1,1.0,0.5,0-10 trials
7,56.985098148613574,-10.451883679280456,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,0.3999999999999997,1,1.0,0.5,0-10 trials
8,57.54578940295277,-9.89119242494126,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,0.5999999999999996,1,1.0,0.5,0-10 trials
9,61.019254550124586,-6.417727277769444,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,0.7999999999999996,1,1.0,0.5,0-10 trials
10,67.54602119973121,0.10903937183718426,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,0.9999999999999996,1,1.0,0.5,0-10 trials
11,70.52597454693625,3.088992719042224,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,1.1999999999999993,1,1.0,0.5,0-10 trials
12,66.25506146669657,-1.1819203611974558,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,1.3999999999999995,1,1.0,0.5,0-10 trials
13,79.48704957379323,12.050067745899199,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,1.5999999999999996,1,1.0,0.5,0-10 trials
14,83.23218709517074,15.795205267276714,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,1.7999999999999994,1,1.0,0.5,0-10 trials
15,84.96004739454287,17.52306556664884,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,1.9999999999999991,1,1.0,0.5,0-10 trials
16,78.0911059080462,10.654124080152172,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,2.1999999999999993,1,1.0,0.5,0-10 trials
17,75.88456063616005,8.447578808266016,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,2.3999999999999995,1,1.0,0.5,0-10 trials
18,74.18868715108047,6.751705323186442,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,2.599999999999999,1,1.0,0.5,0-10 trials
19,72.48254266972185,5.045560841827822,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,2.799999999999999,1,1.0,0.5,0-10 trials
20,63.96146670504275,-3.4755151228512773,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,0,0,,1.0,2.999999999999999,1,1.0,0.5,0-10 trials
0,75.431610428422,4.592200404340275,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,-1.0,-1,1.0,0.5,0-10 trials
1,75.21712531941688,4.37771529533515,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,-0.8,-1,1.0,0.5,0-10 trials
2,74.18761433543668,3.348204311354948,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,-0.6000000000000001,-1,1.0,0.5,0-10 trials
3,65.68200744750465,-5.157402576577084,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,-0.40000000000000013,-1,1.0,0.5,0-10 trials
4,59.91884060381233,-10.920569420269402,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,-0.20000000000000018,-1,1.0,0.5,0-10 trials
5,51.37741802396724,-19.461992000114492,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,-2.220446049250313e-16,-1,1.0,0.5,0-10 trials
6,53.908809084784984,-16.930600939296745,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,0.19999999999999973,-1,1.0,0.5,0-10 trials
7,48.45042204349572,-22.38898798058601,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,0.3999999999999997,-1,1.0,0.5,0-10 trials
8,47.71761268778345,-23.12179733629828,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,0.5999999999999996,-1,1.0,0.5,0-10 trials
9,61.7106771451565,-9.128732878925227,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,0.7999999999999996,-1,1.0,0.5,0-10 trials
10,67.796418860708,-3.0429911633737277,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,0.9999999999999996,-1,1.0,0.5,0-10 trials
11,64.60118828256076,-6.238221741520974,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,1.1999999999999993,-1,1.0,0.5,0-10 trials
12,63.14149830284885,-7.697911721232877,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,1.3999999999999995,-1,1.0,0.5,0-10 trials
13,63.01030317287987,-7.829106851201857,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,1.5999999999999996,-1,1.0,0.5,0-10 trials
14,69.95152990037393,-0.8878801237078022,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,1.7999999999999994,-1,1.0,0.5,0-10 trials
15,68.13343529213012,-2.7059747319516134,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,1.9999999999999991,-1,1.0,0.5,0-10 trials
16,55.491210995602806,-15.348199028478923,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,2.1999999999999993,-1,1.0,0.5,0-10 trials
17,56.0933422042973,-14.746067819784429,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,2.3999999999999995,-1,1.0,0.5,0-10 trials
18,59.699866885727545,-11.139543138354185,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,2.599999999999999,-1,1.0,0.5,0-10 trials
19,49.838242896177334,-21.001167127904395,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,2.799999999999999,-1,1.0,0.5,0-10 trials
20,40.283438965026946,-30.555971059054784,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,1,1,,-0.25,2.999999999999999,-1,1.0,0.5,0-10 trials
0,63.209548731597856,8.406491661486392,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,2,2,,0.25,-1.0,1,1.0,0.5,0-10 trials
1,53.54866504019449,-1.2543920299169713,0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,2,2,,0.25,-0.8,1,1.0,0.5,0-10 trials
