,diameter,baseline_subtracted,eid,subject,trial,trial_after_switch,transition_from,contrast,time,Stim_side,Feedback_type,probabilityLeft,after_switch
0,,,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,-1.0,1,1.0,0.5,0-10 trials
1,,,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,-0.8,1,1.0,0.5,0-10 trials
2,22.028484041948936,-5.1293363558643,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,-0.6000000000000001,1,1.0,0.5,0-10 trials
3,25.668425906020552,-1.4893944917926838,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,-0.40000000000000013,1,1.0,0.5,0-10 trials
4,32.04792048220889,4.890100084395652,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,-0.20000000000000018,1,1.0,0.5,0-10 trials
5,29.70022030515647,2.542399907343235,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,-2.220446049250313e-16,1,1.0,0.5,0-10 trials
6,32.98785204811813,5.830031650304893,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,0.19999999999999973,1,1.0,0.5,0-10 trials
7,37.16727527056626,10.009454872753022,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,0.3999999999999997,1,1.0,0.5,0-10 trials
8,68.30585264091035,41.148032243097106,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,0.5999999999999996,1,1.0,0.5,0-10 trials
9,81.96218126106861,54.80436086325537,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,0.7999999999999996,1,1.0,0.5,0-10 trials
10,78.91799132942509,51.76017093161185,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,0.9999999999999996,1,1.0,0.5,0-10 trials
11,91.18810941051657,64.03028901270334,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,1.1999999999999993,1,1.0,0.5,0-10 trials
12,104.17911639479885,77.02129599698561,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,1.3999999999999995,1,1.0,0.5,0-10 trials
13,114.73316874181037,87.57534834399713,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,1.5999999999999996,1,1.0,0.5,0-10 trials
14,127.6498167783856,100.49199638057236,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,1.7999999999999994,1,1.0,0.5,0-10 trials
15,125.03210438252508,97.87428398471184,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,1.9999999999999991,1,1.0,0.5,0-10 trials
16,116.30969447325029,89.15187407543705,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,2.1999999999999993,1,1.0,0.5,0-10 trials
17,107.54234497190987,80.38452457409663,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,2.3999999999999995,1,1.0,0.5,0-10 trials
18,108.00684923329025,80.84902883547701,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,2.599999999999999,1,1.0,0.5,0-10 trials
19,115.15712841687602,87.99930801906278,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,2.799999999999999,1,1.0,0.5,0-10 trials
20,117.18901840297623,90.03119800516299,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,0,0,,0.25,2.999999999999999,1,1.0,0.5,0-10 trials
0,103.81448706539463,12.178494711283307,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,1,1,,-1.0,-1.0,-1,1.0,0.5,0-10 trials
1,91.03378969961975,-0.6022026544915775,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,1,1,,-1.0,-0.8,-1,1.0,0.5,0-10 trials
2,80.93575315022872,-10.700239203882603,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,1,1,,-1.0,-0.6000000000000001,-1,1.0,0.5,0-10 trials
3,88.21331251393077,-3.4226798401805496,cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,1,1,,-1.0,-0.40000000000000013,-1,1.0,0.5,0-10 trials
