,diameter,baseline_subtracted,eid,subject,trial,trial_after_switch,transition_from,contrast,time,Stim_side,Feedback_type,probabilityLeft,after_switch
0,,,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,-1.0,1,1.0,0.5,0-10 trials
1,,,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,-0.8,1,1.0,0.5,0-10 trials
2,15.351911579601001,-14.689361482047037,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,-0.6000000000000001,1,1.0,0.5,0-10 trials
3,28.676175606572937,-1.3650974550751016,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,-0.40000000000000013,1,1.0,0.5,0-10 trials
4,34.61234927762434,4.571076215976301,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,-0.20000000000000018,1,1.0,0.5,0-10 trials
5,20.887318220374812,-9.153954841273226,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,-2.220446049250313e-16,1,1.0,0.5,0-10 trials
6,3.3510820936917476,-26.69019096795629,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,0.19999999999999973,1,1.0,0.5,0-10 trials
7,-0.4070774077695245,-30.448350469417562,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,0.3999999999999997,1,1.0,0.5,0-10 trials
8,13.36321060111618,-16.67806246053186,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,0.5999999999999996,1,1.0,0.5,0-10 trials
9,35.88053709173464,5.8392640300866,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,0.7999999999999996,1,1.0,0.5,0-10 trials
10,49.08044004605304,19.039166984405004,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,0.9999999999999996,1,1.0,0.5,0-10 trials
11,54.49855746580428,24.457284404156244,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,1.1999999999999993,1,1.0,0.5,0-10 trials
12,53.862061095349134,23.820788033701096,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,1.3999999999999995,1,1.0,0.5,0-10 trials
13,53.83650273429474,23.795229672646702,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,1.5999999999999996,1,1.0,0.5,0-10 trials
14,62.35207467659971,32.31080161495167,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,1.7999999999999994,1,1.0,0.5,0-10 trials
15,60.02879432481951,29.98752126317147,4373de88-6b08-4185-a224-f898fd0017d4,ZFM-02369,0,0,,1.0,1.9999999999999991,1,1.0,0.5,0-10 trials
