time,diameter,baseline_subtracted,trial,trial_after_switch,contrast,Stim_side,Feedback_type,probabilityLeft
-1.0,33.94988946360928,-0.5678993802857233,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
-0.8,34.2553804097738,-0.20373559603734567,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
-0.6000000000000001,34.81503875991629,0.3986229187596898,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
-0.40000000000000013,34.802237524498324,0.43279102883684467,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
-0.20000000000000018,34.189683786734925,-0.2416177463145616,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
-2.220446049250313e-16,33.87181783191956,-0.9565785682117649,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
0.19999999999999973,32.7125285215667,-2.0669536166200526,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
0.3999999999999997,30.883242442639222,-3.7363307312284073,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
0.5999999999999996,29.68127973533625,-4.818995323892517,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
0.7999999999999996,29.90656765221917,-4.516022917108505,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
0.9999999999999996,31.660296318225875,-2.777894114634255,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
1.1999999999999993,33.13032121664668,-1.3571786517000637,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
1.3999999999999995,33.90149858986504,-0.5600565631491079,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
1.5999999999999996,33.88058142240556,-0.46125538639705166,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
1.7999999999999994,33.53479430408456,-0.5689470948806352,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
1.9999999999999991,33.39441289566723,-0.7097497935394276,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
2.1999999999999993,33.07418396370122,-0.9938119961242908,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
2.3999999999999995,32.71584564835501,-1.2284937627345394,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
2.599999999999999,32.828621180840834,-1.2677513420048268,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
2.799999999999999,32.91957191676834,-1.3436571785734583,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
2.999999999999999,33.19404361889145,-1.189662711410016,479.44444444444446,32.353948287910555,-0.03636006289308176,-0.10621942697414395,0.6198462613556953,0.5427672955974843
