time,diameter,baseline_subtracted,trial,trial_after_switch,transition_from,contrast,Stim_side,Feedback_type,probabilityLeft,subject
-1.0,33.06799020102915,-0.3221362502532225,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
-0.8,33.3671640389551,0.011902396310373205,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
-0.6000000000000001,33.74907687311612,0.4404611802565242,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
-0.40000000000000013,33.51105689609983,0.2620676001449426,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
-0.20000000000000018,32.84641292715359,-0.4656828513111432,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
-2.220446049250313e-16,32.62735920145775,-1.0308799968653724,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
0.19999999999999973,31.70295814066445,-1.9078238435683132,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
0.3999999999999997,30.36395616034528,-3.132049114439336,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
0.5999999999999996,29.649838656041755,-3.752198396701649,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
0.7999999999999996,29.817675450522273,-3.533428849523344,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
0.9999999999999996,31.189225336897387,-2.1748597726876238,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
1.1999999999999993,32.374550798904124,-1.0293896210726643,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
1.3999999999999995,33.05883625520751,-0.3250696911529784,466.65714285714284,32.149326145552564,0.4602388059701493,-0.030862533692722374,-0.08571428571428572,0.6194070080862534,0.5357412398921834,ZFM-01576
